,stromal_score,immune_score,estimate_score,tumor_purity,true_purity
TCGA-LIHC-0000,-0.28762822156986223,-0.1830678486057092,-0.47069607017557147,0.8225486713258355,0.7957962893885334
TCGA-LIHC-0001,0.18106545423167988,-0.06141141828805388,0.119654035943626,0.8224993871165606,0.7514379330856781
TCGA-LIHC-0002,0.10110673987112986,-0.15263139831661068,-0.05152465844548082,0.8225136782666308,0.7579549828791108
TCGA-LIHC-0003,0.3787397165242744,0.13150798013230028,0.5102476966565747,0.8224667757832951,0.6012566391295915
TCGA-LIHC-0004,-0.36332681671902817,-0.20294396003826784,-0.566270776757296,0.8225566496099705,0.9602002890154153
TCGA-LIHC-0005,0.33502214053498586,0.20964664323369347,0.5446687837686793,0.8224639017781876,0.5709579665930622
TCGA-LIHC-0006,-0.3508303024290252,-0.3174827332764335,-0.6683130357054587,0.8225651676068926,0.8607410143940987
TCGA-LIHC-0007,0.339313844363894,-0.060305656322867454,0.27900818804102656,0.8224860826921719,0.6641156793587346
TCGA-LIHC-0008,-0.005071012043724674,-0.1386591498878017,-0.14373016193152638,0.8225213759877443,0.7256660469967509
TCGA-LIHC-0009,-0.21348899493447535,-0.4928331092792372,-0.7063221042137126,0.8225683403739228,0.878709207150594
TCGA-LIHC-0010,-0.37539900928404846,-0.13163619421484893,-0.5070352034988974,0.8225517048245965,0.925811606062598
TCGA-LIHC-0011,0.35190385723225315,0.007435017204020585,0.3593388744362737,0.8224793757396601,0.548064565409993
TCGA-LIHC-0012,0.45174324118248327,-0.14609205919706408,0.3056511819854192,0.8224838582336865,0.7726722237419349
TCGA-LIHC-0013,-0.01591292608854852,-0.12993837472268283,-0.14585130081123135,0.8225215530679776,0.7717819684851042
TCGA-LIHC-0014,0.4680415335387395,-0.10450523984518476,0.3635362936935548,0.822479025286484,0.5210928882962691
TCGA-LIHC-0015,-0.2951061560802918,-0.0460106390552988,-0.34111679513559057,0.8225378541858072,0.8161061102831512
TCGA-LIHC-0016,0.3011094391921882,-0.09879556922183667,0.2023138699703515,0.8224924859310841,0.564329179567133
TCGA-LIHC-0017,0.07647616967140931,0.2908137821296871,0.3672899518010964,0.8224787118837871,0.6955255418595557
TCGA-LIHC-0018,-0.03966287102397499,0.10779283946852304,0.06812996844454805,0.8225036887472922,0.7033277158030663
TCGA-LIHC-0019,-0.15634036588933256,0.20923266641941612,0.052892300530083564,0.8225049608975571,0.7204205343786013
TCGA-LIHC-0020,0.11013078551861315,0.10371566878603339,0.21384645430464655,0.8224915230777212,0.618516567941663
TCGA-LIHC-0021,-0.07434275141863489,-0.26159907190997356,-0.33594182332860845,0.8225374221784865,0.8505770661072206
TCGA-LIHC-0022,0.324850575071234,0.04229762478628873,0.36714819985752273,0.8224787237190307,0.4987590569652909
TCGA-LIHC-0023,0.1069794429778117,0.14708038248404812,0.2540598254618598,0.8224881656522584,0.7876278197268776
TCGA-LIHC-0024,0.04155849689968996,0.2891505751551087,0.3307090720547987,0.8224817661061217,0.6596127560792087
TCGA-LIHC-0025,-0.09844228545021438,-0.28214214038233465,-0.38058442583254903,0.8225411489331466,0.7400284924195182
TCGA-LIHC-0026,0.03835323754657228,-0.1360766978077045,-0.09772346026113224,0.8225175351647046,0.7652306850575336
TCGA-LIHC-0027,0.03990249006676043,0.09945034462502471,0.13935283469178514,0.8224977424948772,0.5997794779361405
TCGA-LIHC-0028,-0.3020452303007634,-0.11569447443733272,-0.41773970473809613,0.8225442506207435,0.7212828312656074
