molecule_chembl_id,known_name,pref_name,synonyms,molecule_type,max_phase,best_IC50_nM,best_IC50_units,best_EC50_nM,best_inhibition_pct,best_pchembl_value,action_type_clean,standard_types,targets,target_names,num_activities,document_years,mw_freebase,alogp,hba,hbd,psa,rtb,num_ro5_violations,cx_logp,cx_logd,canonical_smiles
CHEMBL5771095,,,,,,300.0,nM,,,6.52,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,437.48,3.20,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCc1ccccc1F
CHEMBL5762085,,,,,,320.0,nM,,,6.5,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,449.51,3.67,8,1,112.69,7,0,,,CCOc1cc(N)nnc1C1CCN(C(=O)c2cc(OC)c(Oc3ccccc3)cn2)CC1
CHEMBL5950564,,,,,,340.0,nM,,,6.47,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,428.53,3.52,7,1,99.80,6,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC(C)(C)C
CHEMBL5988745,,,,,,343.0,nM,,,6.46,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,12,2020.0; 2021.0,468.48,3.67,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC(C)C(F)(F)F
CHEMBL5921273,,,,,,350.0,nM,,,6.46,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,462.55,4.67,7,1,99.80,8,0,,,CCCOc1cc(N)ncc1C1CCN(C(=O)c2cc(OC)c(Oc3ccccc3)cn2)CC1
CHEMBL5994407,,,,,,364.0,nM,,,6.44,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,487.48,4.60,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3C)CC2)ncc1Oc1ccc(C(F)(F)F)cc1
CHEMBL4126528,,,,Small molecule,,390.0,nM,,,6.41,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,367.49,2.88,5,1,79.35,3,0,,,C[C@@]12CCC(=O)C[C@@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL2418818,,,,Small molecule,,400.0,nM,,,6.4,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,315.44,4.07,4,1,45.23,3,0,,,Cc1ccc(Nc2nc(C(=O)N3CCC(C)CC3)cs2)cc1
CHEMBL5969199,,,,,,414.0,nM,,,6.38,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,473.46,4.29,7,1,103.46,5,0,,,COc1cc(N)nnc1C1CCN(C(=O)c2ccc(Oc3ccc(C(F)(F)F)cc3)cn2)CC1
CHEMBL4127992,,,,Small molecule,,440.0,nM,,,6.36,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,383.54,3.32,5,1,71.51,4,0,,,CO[C@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL5751236,,,,,,440.0,nM,,,6.36,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,465.51,3.29,9,1,121.92,7,0,,,COc1ccc(Oc2cnc(C(=O)N3CCC(c4cc(OC)c(N)nn4)CC3)cc2OC)cc1
CHEMBL5881130,,,,,,445.0,nM,,,6.35,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,462.50,3.52,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC1CCC1(F)F
CHEMBL1506485,,,,Small molecule,,500.0,nM,,,6.3,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,365.46,4.09,5,1,54.46,4,0,,,COc1ccc(Nc2nc(C(=O)N3CCc4ccccc4C3)cs2)cc1
CHEMBL5748045,,,,,,500.0,nM,,,6.3,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,413.48,1.83,8,1,103.04,7,0,,,COc1cc(C(=O)N2CCN(c3cnc(N)cc3OC)CC2)ncc1OCC1CC1
CHEMBL4129133,,,,Small molecule,,500.0,nM,,,6.3,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,285.39,2.28,4,1,62.28,3,0,,,N#Cc1ccc(O[C@@H]2CCC[C@H]2N2CCC[C@@H](N)C2)cc1
CHEMBL5807471,,,,,,550.0,nM,,,6.26,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,411.51,3.19,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OC1CCCCC1
CHEMBL5917729,,,,,,560.0,nM,,,6.25,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,397.48,2.66,7,1,103.46,7,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCCC1CC1
CHEMBL4129913,,,,Small molecule,,560.0,nM,,,6.25,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,369.51,2.67,5,2,82.51,3,0,,,C[C@]12CC[C@H](O)C[C@H]1C[C@@H](N1CCC[C@@H](N)C1)[C@@H]2Oc1ccc(C#N)cc1
CHEMBL5933693,,,,,,595.0,nM,,,6.22,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,494.51,4.06,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OC[C@H]1C[C@@H](C(F)(F)F)C1
CHEMBL5823435,,,,,,620.0,nM,,,6.21,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,517.51,4.69,8,1,112.69,7,1,,,CCOc1cc(N)nnc1C1CCN(C(=O)c2cc(OC)c(Oc3ccc(C(F)(F)F)cc3)cn2)CC1
CHEMBL2418822,,,,Small molecule,,630.0,nM,,,6.2,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,353.85,4.55,4,1,45.23,3,0,,,CC1CCN(C(=O)c2csc(Nc3ccc(Cl)cc3F)n2)CC1
CHEMBL6059140,,,,,,630.0,nM,,,6.2,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,476.53,3.66,8,1,109.03,6,0,,,COc1cc(C(=O)N2C3COCC2CC(c2cnc(N)cc2OC)C3)ncc1Oc1ccccc1
CHEMBL5795999,,,,,,630.0,nM,,,6.2,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,465.51,2.19,9,2,123.27,7,0,,,COc1cc(C(=O)N2CCN(c3cnc(N)cc3OC)C[C@@H]2CO)ncc1Oc1ccccc1
CHEMBL2418824,,,,Small molecule,,630.0,nM,,,6.2,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,315.44,4.21,4,1,45.23,3,0,,,Cc1ccc(Nc2nc(C(=O)N3CCCCC3C)cs2)cc1
CHEMBL6014510,,,,,,635.0,nM,,,6.2,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,494.51,4.06,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OC[C@H]1C[C@H](C(F)(F)F)C1
CHEMBL5890110,,,,,,640.0,nM,,,6.19,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,426.52,3.27,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1O[C@@H](C)C1CC1
CHEMBL4125839,,,,Small molecule,,660.0,nM,,,6.18,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,319.84,2.93,4,1,62.28,3,0,,,N#Cc1ccc(O[C@@H]2CCC[C@H]2N2CCC[C@@H](N)C2)c(Cl)c1
CHEMBL5958210,,,,,,670.0,nM,,,6.17,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,483.50,2.33,9,2,123.27,7,0,,,COc1cc(C(=O)N2CCN(c3cnc(N)cc3OC)C[C@H]2CO)ncc1Oc1ccc(F)cc1
CHEMBL5882025,,,,,,750.0,nM,,,6.12,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,437.48,3.80,7,1,103.46,6,0,,,CCOc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1Oc1ccc(F)cc1
CHEMBL2418819,,,,Small molecule,,800.0,nM,,,6.1,,Inhibition; IC50,CHEMBL2417347,Short transient receptor potential channel 6,2,2013.0,335.86,4.41,4,1,45.23,3,0,,,CC1CCN(C(=O)c2csc(Nc3ccc(Cl)cc3)n2)CC1
CHEMBL2418820,,,,Small molecule,,800.0,nM,,,6.1,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,331.44,3.77,5,1,54.46,4,0,,,COc1ccc(Nc2nc(C(=O)N3CCC(C)CC3)cs2)cc1
CHEMBL5901344,,,,,,820.0,nM,,,6.09,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,444.51,3.22,7,1,99.80,8,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OCC1(CF)CC1
CHEMBL5840726,,,,,,830.0,nM,,,6.08,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,386.45,2.49,7,1,99.80,6,0,,,CCOc1cnc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)cc1OC
CHEMBL5856195,,,,,,840.0,nM,,,6.08,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,465.51,3.29,9,1,121.92,7,0,,,COc1ccc(Oc2cnc(C(=O)N3CCC(c4nnc(N)cc4OC)CC3)cc2OC)cc1
CHEMBL5795901,,,,,,850.0,nM,,,6.07,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,465.51,2.19,9,2,123.27,7,0,,,COc1cc(C(=O)N2CCN(c3cnc(N)cc3OC)C[C@H]2CO)ncc1Oc1ccccc1
CHEMBL5795761,,,,,,910.0,nM,,,6.04,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,400.48,2.88,7,1,99.80,6,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1OC(C)C
CHEMBL5561836,,,,,,1000.0,nM,,,6.0,ANTAGONIST,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2024.0,414.48,4.04,6,1,77.73,3,0,,,CCOC(=O)N1CCC(C)(C2C=C(O)N3N=C(C)C(c4ccc(F)cc4)C3=N2)CC1
CHEMBL2418816,,,,Small molecule,,1260.0,nM,,,5.9,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,408.48,4.08,7,1,76.58,3,0,,,Cc1sc(Nc2ccc3c(c2)OCO3)nc1C(=O)N1CCc2ncccc2C1C
CHEMBL5954995,,,,,,1300.0,nM,,,5.89,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,433.51,3.10,7,1,103.46,7,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCCc1ccccc1
CHEMBL5937676,,,,,,1400.0,nM,,,5.85,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,399.50,2.91,7,1,103.46,5,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCC(C)(C)C
CHEMBL6004271,,,,,,1500.0,nM,,,5.82,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,397.48,2.66,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1OCC1(C)CC1
CHEMBL4476771,,,,Unknown,,1570.0,nM,,,5.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2019.0,306.49,4.47,2,2,40.46,4,0,,,C=C[C@](C)(O)CC[C@H]1C(=C)C[C@H](O)[C@H]2C(C)(C)CCC[C@]12C
CHEMBL2418804,,,,Small molecule,,1600.0,nM,,,5.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,393.51,4.92,5,1,54.46,5,0,,,COc1ccc(Nc2nc(C(=O)N3CCC(c4ccccc4)CC3)cs2)cc1
CHEMBL2418812,,,,Small molecule,,1600.0,nM,,,5.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,381.90,5.25,4,1,45.23,3,1,,,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCC[C@@H](C)[C@H]1C
CHEMBL5926280,,,,,,1800.0,nM,,,5.75,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,371.44,2.27,7,1,103.46,6,0,,,CCCOc1cnc(C(=O)N2CCC(c3ccc(N)nn3)CC2)cc1OC
CHEMBL1905618,,,,Small molecule,,2030.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,226.32,3.45,2,0,16.13,1,0,,,Cc1ccc2nc(N3CCCC3)cc(C)c2c1.O=C(O)C(F)(F)F
CHEMBL5744377,,,,,,2100.0,nM,,,5.68,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,463.51,4.33,7,1,103.46,6,0,,,CCOc1cc(C(=O)N2C3CCC2CC(c2ccc(N)nn2)C3)ncc1Oc1ccc(F)cc1
CHEMBL6017154,,,,,,2200.0,nM,,,5.66,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,426.52,3.27,7,1,99.80,7,0,,,COc1cc(C(=O)N2CCC(c3cnc(N)cc3OC)CC2)ncc1O[C@H](C)C1CC1
CHEMBL5959458,,,,,,2800.0,nM,,,5.55,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,397.48,2.58,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3nnc(N)cc3C)CC2)ncc1OCC1CC1
CHEMBL5561986,,,,,,2900.0,nM,,100.0,5.54,ANTAGONIST,Inhibition; IC50,CHEMBL1795081,Short transient receptor potential channel 6,2,2024.0,418.52,4.22,6,3,91.48,7,0,,,NCCN(Cc1ccc2ccccc2c1)c1nc(C(=O)Nc2ccc(O)cc2)cs1
CHEMBL2418821,,,,Small molecule,,3160.0,nM,,,5.5,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,335.86,4.41,4,1,45.23,3,0,,,CC1CCN(C(=O)c2csc(Nc3ccccc3Cl)n2)CC1
CHEMBL5994999,,,,,,3700.0,nM,,,5.43,,IC50; kon; k_off,CHEMBL2417347,Short transient receptor potential channel 6,6,2020.0; 2021.0,397.48,2.66,7,1,103.46,6,0,,,COc1cc(C(=O)N2CCC(c3ccc(N)nn3)CC2)ncc1O[C@@H](C)C1CC1
CHEMBL2418805,,,,Small molecule,,4000.0,nM,,,5.4,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,383.56,5.63,4,1,45.23,4,1,,,Cc1ccc(Nc2nc(C(=O)N3CCC(C4CCCCC4)CC3)cs2)cc1
CHEMBL1740853,,,,Small molecule,,4200.0,nM,,84.8,5.38,ANTAGONIST,Inhibition; IC50,CHEMBL1795081; CHEMBL2417347,Short transient receptor potential channel 6,3,2024.0,409.56,4.39,5,0,45.67,6,0,,,COc1cccc2sc(N(CCN(C)C)C(=O)c3ccc4c(c3)CCCC4)nc12
CHEMBL258502,,,SK-96365; SK&F-96365,Small molecule,,4900.0,nM,,,5.31,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2018.0,366.46,4.29,5,0,45.51,10,0,,,COc1ccc(CCCOC(Cn2ccnc2)c2ccc(OC)cc2)cc1
CHEMBL2418817,,,,Small molecule,,6300.0,nM,,,5.2,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,402.88,4.58,5,1,58.12,3,0,,,Cc1sc(Nc2ccc(Cl)cc2F)nc1C(=O)N1CCc2ncccc2C1
CHEMBL6206,,BROMOENOL LACTONE,,Small molecule,,7200.0,nM,,,5.14,ANTAGONIST,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2024.0,317.18,4.50,2,0,26.30,1,0,,,O=C1O/C(=C/Br)CCC1c1cccc2ccccc12
CHEMBL1897149,,,,Small molecule,,7760.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,230.29,3.28,2,0,16.13,1,0,,,Cc1cc(N2CCCC2)nc2ccc(F)cc12.O=C(O)C(F)(F)F
CHEMBL1893285,,,,Small molecule,,8580.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,240.35,3.84,2,0,16.13,1,0,,,Cc1ccc2nc(N3CCCCC3)cc(C)c2c1.O=C(O)C(F)(F)F
CHEMBL1894148,,,,Small molecule,,9740.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,240.35,3.92,2,0,16.13,1,0,,,Cc1cc(N2CCCCCC2)nc2ccccc12.O=C(O)C(F)(F)F
CHEMBL1905802,,,,Small molecule,,9800.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,226.32,3.45,2,0,16.13,1,0,,,Cc1cc(N2CCCC2)nc2c(C)cccc12.O=C(O)C(F)(F)F
CHEMBL4164465,,,,Small molecule,,10000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2018.0,461.30,2.18,6,2,110.86,5,0,,,N#Cc1ccc(O[C@H]2CN(S(=O)(=O)c3ccc(Cl)cc3Cl)C[C@@]2(O)CO)cc1F
CHEMBL1407943,,CLEMIZOLE,AL-20 FREE BASE; Clemizol; Clemizole; Clemizole; NSC-46261,Small molecule,2.0,11300.0,nM,,,4.95,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2019.0,325.84,4.33,3,0,21.06,4,0,,,Clc1ccc(Cn2c(CN3CCCC3)nc3ccccc32)cc1
CHEMBL1880368,,,,Small molecule,,11400.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,304.40,3.26,4,0,32.26,2,0,,,Cc1cc(N2CCN(c3ccncc3)CC2)nc2ccccc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL1903670,,,,Small molecule,,11800.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,226.32,3.53,2,0,16.13,1,0,,,Cc1cc(N2CCC[C@@H]2C)nc2ccccc12.O=C(O)C(F)(F)F
CHEMBL1880982,,,,Small molecule,,11900.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,212.30,3.14,2,0,16.13,1,0,,,Cc1cc(N2CCCC2)nc2ccccc12.O=C(O)C(F)(F)F
CHEMBL1867534,,,,Small molecule,,12830.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,254.38,4.23,2,0,16.13,1,0,,,Cc1ccc2nc(N3CCCCCC3)cc(C)c2c1.O=C(O)C(F)(F)F
CHEMBL1865335,,,,Small molecule,,14100.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,240.35,3.71,2,0,16.13,2,0,,,CCc1ccc2nc(N3CCCC3)cc(C)c2c1.O=C(O)C(F)(F)F
CHEMBL1874454,,,,Small molecule,,15000.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,254.38,4.10,2,0,16.13,2,0,,,CCc1ccc2nc(N3CCCCC3)cc(C)c2c1.O=C(O)C(F)(F)F
CHEMBL2418825,,,,Small molecule,,15800.0,nM,,,4.8,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,377.51,5.56,4,1,45.23,4,1,,,Cc1ccc(Nc2nc(C(=O)N3CCCCC3c3ccccc3)cs2)cc1
CHEMBL1889563,,,,Small molecule,,16900.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,311.43,2.84,4,0,28.60,2,0,,,Cc1cc(N2CCC(N3CCOCC3)CC2)nc2ccccc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL1459962,,,,Small molecule,,17900.0,nM,,,4.75,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,2,2019.0,226.32,3.53,2,0,16.13,1,0,,,Cc1cc(N2CCCCC2)nc2ccccc12
CHEMBL1905824,,,,Small molecule,,20100.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,244.31,3.67,2,0,16.13,1,0,,,Cc1cc(N2CCCCC2)nc2ccc(F)cc12.O=C(O)C(F)(F)F
CHEMBL1866172,,,,Small molecule,,20400.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,227.31,1.95,3,1,28.16,1,0,,,Cc1cc(N2CCNCC2)nc2ccccc12.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F
CHEMBL1867730,,,,Small molecule,,23100.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,,266.27,3.85,2,0,16.13,1,0,,,FC(F)(F)c1cc(N2CCCC2)nc2ccccc12.O=C(O)C(F)(F)F
CHEMBL4281262,,,,Small molecule,,24500.0,nM,,,4.61,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2018.0,395.36,-1.18,10,5,169.70,7,0,,,N#C/C(=C\CO)CO[C@@H]1O[C@H](COC(=O)c2ccc(O)cc2)[C@@H](O)[C@H](O)[C@H]1O
CHEMBL2417565,,,,Small molecule,,25000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2013.0,377.51,5.21,4,1,45.23,4,1,,,Cc1ccc(Nc2nc(C(=O)N3CCCC(c4ccccc4)C3)cs2)cc1
CHEMBL4514203,,BAY-390,,Unknown,,25000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2021.0,277.26,3.47,2,2,32.26,2,0,,,O[C@]1(C(F)(F)F)CCCC[C@H]1Nc1ccc(F)cc1
CHEMBL4073922,,,,Small molecule,,25000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2017.0,691.64,8.55,4,1,48.47,7,2,,,O=C(NC1(c2ccccc2)CC1)c1c(CN2CCC(N3CCCCC3)CC2)c(-c2cccc(C(F)(F)F)c2)nc2cc(Br)ccc12
CHEMBL4293440,,,,Small molecule,,25600.0,nM,,,4.59,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2018.0,425.39,-1.18,11,5,178.93,8,1,,,COc1cc(C(=O)OC[C@H]2O[C@@H](OC/C(C#N)=C/CO)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O
CHEMBL5597024,,,,,,30000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2024.0,424.26,3.17,6,1,76.04,4,0,,,COC(c1ccc(F)cc1Cl)c1cnc2n1CCN(c1cn[nH]c(=O)c1Cl)C2
CHEMBL4752870,,,,Unknown,,30000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2024.0,441.77,3.73,6,1,84.00,3,0,,,O=c1[nH]ncc(N2CCc3c(ncnc3Oc3ccc(F)cc3C(F)(F)F)C2)c1Cl
CHEMBL4555711,,BAY-9897,,Unknown,,30000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2021.0,307.29,3.48,3,2,41.49,3,0,,,COc1cc(N[C@@H]2CCCC[C@]2(O)C(F)(F)F)ccc1F
CHEMBL4447753,,,,Unknown,,30000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2019.0,363.26,2.16,4,1,52.23,3,0,,,Cc1ccccc1CN1CCN(c2cn[nH]c(=O)c2Br)CC1
CHEMBL4530872,,,,Unknown,,30000.0,nM,,,,,IC50,CHEMBL2417347,Short transient receptor potential channel 6,1,2019.0,386.76,2.29,4,1,69.30,3,0,,,O=C1CN(c2cn[nH]c(=O)c2Cl)CCN1Cc1ccccc1C(F)(F)F
CHEMBL4439190,,,,Unknown,,30000.0,nM,,,,,IC50,CHEMBL4523662,TRPC3/TRPC6,1,2018.0,491.37,1.44,7,2,135.77,5,0,,,N#Cc1ccc(S(=O)(=O)N2C[C@H](S(=O)(=O)c3ccc(Cl)cc3)[C@](O)(CO)C2)c(Cl)c1
CHEMBL4436705,,,,Unknown,,57100.0,nM,,,4.24,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,249.74,3.45,2,1,31.92,1,0,,,CC1CCN(c2nc3cc(Cl)ccc3[nH]2)CC1
CHEMBL1376358,,,,Small molecule,,59600.0,nM,,,4.22,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,189.26,2.77,2,2,40.71,4,0,,,CCCCNc1nc2ccccc2[nH]1
CHEMBL4438838,,,,Unknown,,63800.0,nM,,,4.2,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,215.30,2.80,2,1,31.92,1,0,,,CC1CCN(c2nc3ccccc3[nH]2)CC1
CHEMBL2396913,,,,Small molecule,,100000.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,215.30,2.94,2,1,31.92,1,0,,,CC1CCCCN1c1nc2ccccc2[nH]1
CHEMBL2396911,,,,Small molecule,,100000.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,267.38,3.94,2,2,40.71,2,0,,,c1ccc2[nH]c(NC34CC5CC(CC(C5)C3)C4)nc2c1
CHEMBL4440241,,,,Unknown,,100000.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,187.25,2.16,2,1,31.92,1,0,,,c1ccc2[nH]c(N3CCCC3)nc2c1
CHEMBL2396912,,,,Small molecule,,100000.0,nM,,,,,IC50,CHEMBL1795081,Short transient receptor potential channel 6,1,2019.0,201.27,2.55,2,1,31.92,1,0,,,c1ccc2[nH]c(N3CCCCC3)nc2c1
CHEMBL1237210,,,,Small molecule,,,,,,,AGONIST,Activity,CHEMBL2417347,Short transient receptor potential channel 6,1,2023.0,536.80,8.99,4,1,71.44,11,2,,,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)C(CC=C(C)C)=C(O)[C@@]1(C(=O)C(C)C)C2=O
CHEMBL1496110,,,,Small molecule,,,,1400.0,,5.85,,EC50; Activity,CHEMBL1795081,Short transient receptor potential channel 6,8,2017.0,398.44,3.89,6,1,79.96,3,0,,,CCOC(=O)N1CCC(c2cc(O)n3nc(C)c(-c4ccc(F)cc4)c3n2)CC1
CHEMBL1591456,,,,Small molecule,,,,,,,AGONIST,Activity,CHEMBL2417347,Short transient receptor potential channel 6,1,2023.0,398.58,5.49,5,1,72.83,19,1,,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](CO)OC(C)=O
