,risk_score,group,STIM1,TRPC6,TRPC1,ORAI1
TCGA-G3-AAV0-01,0.5976421864318101,High,2450.9656,6.0196,5.0163,344.1184
TCGA-G3-AAV1-01,0.8056034747151009,High,2718.431,61.7947,5.3735,448.1462
TCGA-G3-AAV2-01,-0.9263439282849298,Low,2181.1682,12.7442,12.7442,1137.419
TCGA-G3-AAV3-01,-0.7691145238394497,Low,2198.4536,9.6649,9.0206,1061.2113
TCGA-G3-AAV4-01,0.14183218928099603,High,2717.8721,29.8864,2.9886,814.1064
TCGA-G3-AAV5-01,1.8011421181965923,High,4259.8323,2.3621,12.7554,421.8732
TCGA-G3-AAV6-01,-2.578281459234535,Low,1533.5723,4.1178,211.7706,798.8459
TCGA-G3-AAV7-01,-0.7774955937113983,Low,1840.3853,19.9166,51.6882,689.4925
TCGA-GJ-A3OU-01,-0.7481560299370935,Low,2132.1829,30.371,53.1493,824.849
TCGA-GJ-A6C0-01,0.7562024948901339,High,3111.4116,17.8475,24.3375,486.7496
TCGA-GJ-A9DB-01,0.07439717514787404,High,2242.0036,13.8805,29.5715,456.2462
TCGA-HP-A5MZ-01,-0.36135334158991567,Low,2185.5406,34.5489,67.1785,543.826
TCGA-HP-A5N0-01,0.34551359130477555,High,2228.9078,40.5494,22.8908,366.2525
TCGA-K7-A5RF-01,0.16560008827058315,High,2578.2717,6.1314,23.7593,577.8885
TCGA-K7-A5RG-01,0.44269757849407443,High,2736.4567,21.3629,22.6981,516.0481
TCGA-K7-A6G5-01,0.1502336123234257,High,3055.7423,12.7411,6.3706,922.3146
TCGA-K7-AAU7-01,-0.4390978007595884,Low,1608.9205,83.3872,68.5197,398.8365
TCGA-KR-A7K0-01,-0.18371585146993508,Low,2234.7418,23.6481,13.9106,714.3106
TCGA-KR-A7K2-01,-0.9011716109236751,Low,1649.0016,20.6948,50.7964,680.1073
TCGA-KR-A7K7-01,-1.6896396218712308,Low,1799.8615,8.3102,39.4737,1281.1634
TCGA-KR-A7K8-01,3.492939214488897,High,6516.0116,84.425,24.7453,552.4017
TCGA-LG-A6GG-01,2.2493064853291487,High,4836.7526,9.0091,14.0767,427.3685
TCGA-LG-A9QC-01,2.4909182462108816,High,4911.9046,67.7594,19.546,396.1319
TCGA-LG-A9QD-01,-0.00842052523907722,Low,1884.6154,17.4825,29.3706,342.6573
TCGA-MI-A75C-01,0.8950949110320998,High,2840.5699,13.5685,4.749,362.9579
TCGA-MI-A75E-01,0.4554025427597847,High,3080.25,24.3284,12.84,731.8804
TCGA-MI-A75G-01,0.9524340193070732,High,3318.3777,30.3075,22.5821,497.4001
TCGA-MI-A75H-01,-0.7255265553551492,Low,2371.5847,21.8579,3.9032,1167.8376
TCGA-MI-A75I-01,-0.33482298642664915,Low,2574.5993,13.5635,34.5253,846.4858
TCGA-MR-A520-01,0.07105740661056584,High,1757.5883,9.9112,13.2149,301.466
TCGA-MR-A8JO-01,-1.1207988236939497,Low,1179.0592,149.4689,76.6313,699.5448
TCGA-NI-A4U2-01,0.6233579935602038,High,2157.0404,44.1676,9.06,237.0706
TCGA-NI-A8LF-01,1.333133614989901,High,3323.2832,91.8318,23.1185,376.3177
TCGA-O8-A75V-01,0.25766706490797164,High,2709.5788,13.7118,16.0965,638.4948
TCGA-PD-A5DF-01,-0.6356930014413765,Low,1075.3828,10.6007,21.7903,368.669
TCGA-QA-A7B7-01,0.67759500023765,High,3000.8347,5.0083,43.823,356.01
TCGA-RC-A6M3-01,-1.0673151929392881,Low,735.8577,7.3586,24.5286,453.1657
TCGA-RC-A6M4-01,0.5942769257384537,High,2795.3773,10.877,11.4208,488.9191
TCGA-RC-A6M5-01,-0.3290825183642867,Low,1969.5431,30.4569,58.6576,455.7248
TCGA-RC-A6M6-01,-0.1679464940146926,Low,2527.8689,3.2787,49.1803,623.4973
TCGA-RC-A7S9-01,-0.5880390121278514,Low,1417.8051,18.0153,34.2291,453.9859
TCGA-RC-A7SB-01,0.689914427020674,High,2438.3959,21.5734,10.7867,279.8552
TCGA-RC-A7SF-01,1.6300106705340085,High,3996.1089,18.4825,31.1284,335.6031
TCGA-RC-A7SH-01,2.206001364455778,High,4549.4308,3.1868,12.7471,311.0286
TCGA-RC-A7SK-01,1.9139686895892414,High,4841.8079,19.4601,28.2486,585.0596
TCGA-RG-A7D4-01,-0.24060383875281185,Low,2689.528,5.1622,87.0206,553.0973
TCGA-T1-A6J8-01,1.2492273432060126,High,3812.1005,6.5408,38.6502,422.1793
TCGA-UB-A7MA-01,-3.1444820461431395,Low,1022.868,17.814,267.2099,641.3038
TCGA-UB-A7MB-01,-0.7079772683040922,Low,1407.3034,2.3408,62.7341,345.0375
TCGA-UB-A7MC-01,-0.30958937827242533,Low,2200.9724,9.3193,62.3987,495.9481
TCGA-UB-A7MD-01,0.4111659214162527,High,3171.5602,10.3627,11.5141,784.1105
TCGA-UB-A7ME-01,-0.10252876912790067,Low,2752.784,31.4774,80.7721,580.2524
TCGA-UB-A7MF-01,-0.936222209924976,Low,2134.3425,4.7304,105.4872,621.0974
TCGA-UB-AA0U-01,0.5213645304455548,High,2727.6243,20.442,19.337,478.453
TCGA-UB-AA0V-01,-0.3475204000116466,Low,1617.443,15.8573,50.5451,311.1992
TCGA-WJ-A86L-01,2.1686410639870486,High,5070.5726,3.9947,35.2863,470.7057
TCGA-WQ-A9G7-01,-0.68046728079482,Low,1976.3828,7.458,65.4651,599.1299
TCGA-WQ-AB4B-01,0.03442469250734987,Low,2288.1745,10.333,42.4799,429.3915
TCGA-WX-AA44-01,-0.014973140413716342,Low,2082.9421,6.2598,44.6009,341.9405
TCGA-WX-AA46-01,0.15287194557371636,High,1969.97,0.6006,12.6126,338.7387
TCGA-WX-AA47-01,-0.40191807290323855,Low,1291.762,16.0183,9.1533,403.8902
TCGA-XR-A8TC-01,0.8665112682704025,High,2975.3421,18.4602,15.7454,397.9792
TCGA-XR-A8TD-01,0.877420670788572,High,3327.4386,21.7113,35.7187,463.6423
TCGA-XR-A8TE-01,-0.3470031467373738,Low,2010.2099,12.4787,30.0624,601.8151
TCGA-XR-A8TF-01,-1.8805418406580077,Low,1719.0027,2.6954,147.5741,785.7143
TCGA-XR-A8TG-01,0.3321582244659974,High,2313.6874,10.5395,32.1731,310.0818
TCGA-YA-A8S7-01,-0.7463677162197689,Low,1862.6533,13.6588,31.8705,772.4801
TCGA-ZP-A9CV-01,1.2558998173363707,High,3629.0727,16.2907,6.8922,513.7845
TCGA-ZP-A9CY-01,0.3848157223466252,High,2496.8833,16.3149,23.4083,422.7677
TCGA-ZP-A9CZ-01,-0.607051525677132,Low,2629.8308,13.6582,91.8827,743.7529
TCGA-ZP-A9D0-01,1.474761994960101,High,3662.8057,7.0785,14.8005,334.6203
TCGA-ZP-A9D1-01,0.8740747684406736,High,3094.5338,36.0129,52.09,294.5338
TCGA-ZP-A9D2-01,-0.5343708991644489,Low,2370.4512,11.6448,117.1761,436.6812
TCGA-ZP-A9D4-01,1.010255225990937,High,3449.5828,13.0109,5.6569,580.3988
TCGA-ZS-A9CD-01,-0.15253552400770837,Low,2628.8505,9.7671,25.5447,798.6476
TCGA-ZS-A9CE-01,1.9214126071792652,High,3961.7068,2.7352,2.1882,258.2057
TCGA-ZS-A9CF-01,0.6887865142744245,High,2401.1027,35.8374,6.2026,313.5768
TCGA-ZS-A9CF-02,1.2932176463168916,High,3082.8183,40.7911,13.597,237.33
TCGA-ZS-A9CG-01,-0.7399884782199588,Low,2637.8749,10.2828,23.3076,1182.5193
