logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,log2FC,p_value,FDR,t_stat
-3.75079609217635,1.87539804608817,-74.2391601953895,3.99357449426411e-10,4.79483698665736e-07,14.1194822362844,AMPH,-3.75079609217635,3.99357449426411e-10,4.79483698665736e-07,-74.2391601953895
1.12761771064851,3.3736523903274,7.24581724370537,0.0003503585563501,0.0013350807726295,-0.399056844614678,AMT,1.12761771064851,0.0003503585563501,0.0013350807726295,7.24581724370537
1.44292332925502,2.22327898414307,17.1721907477206,2.48818363663436e-06,3.6297879808051e-05,5.25892478430744,ANGEL1,1.44292332925502,2.48818363663436e-06,3.6297879808051e-05,17.1721907477206
-1.02816617055878,1.78304335721068,-6.02236328937723,0.0009445861697862,0.0029225734431997,-1.53177682457532,ANGPT1,-1.02816617055878,0.0009445861697862,0.0029225734431997,-6.02236328937723
-1.64695945055105,1.16767698186758,-28.2926771531564,1.2846168263675e-07,5.42832995955824e-06,8.55824930329858,ANGPTL3,-1.64695945055105,1.2846168263675e-07,5.42832995955824e-06,-28.2926771531564
-1.32824629101078,1.46349627527099,-10.8254453607479,3.6693953828407e-05,0.0002387698509322,2.18772542613962,ANGPTL4,-1.32824629101078,3.6693953828407e-05,0.0002387698509322,-10.8254453607479
-2.59733627394899,1.2986681369745,-36.3684054320387,2.8680383374905e-08,2.26442517243779e-06,10.155285309452,ANK1,-2.59733627394899,2.8680383374905e-08,2.26442517243779e-06,-36.3684054320387
-1.14395449130767,2.47500966923607,-8.19592467125597,0.0001775168385817,0.0007795148202314,0.379741409211755,ANK3,-1.14395449130767,0.0001775168385817,0.0007795148202314,-8.19592467125597
-1.24113562140775,1.8043536533025,-4.0589006414181,0.0066535660398021,0.0145300825580222,-3.73688182378185,ANKMY1,-1.24113562140775,0.0066535660398021,0.0145300825580222,-4.0589006414181
-3.6288231932687,5.18870283159206,-54.8225485463634,2.45847183290871e-09,6.02928620455612e-07,12.5738470341535,ANKRD1,-3.6288231932687,2.45847183290871e-09,6.02928620455612e-07,-54.8225485463634
-1.05580580580653,2.12116640949606,-6.1089541702931,0.0008762202286511,0.0027529878008236,-1.44616702838679,ANKRD10,-1.05580580580653,0.0008762202286511,0.0027529878008236,-6.1089541702931
1.56756507324866,3.3460724358984,12.371889490721,1.69682106722131e-05,0.0001331036827504,3.07128377874711,ANKRD12,1.56756507324866,1.69682106722131e-05,0.0001331036827504,12.371889490721
-1.28336629037262,1.41251577680986,-5.00795507447208,0.0024303924918859,0.0062878665624071,-2.60476517870724,ANKRD13B,-1.28336629037262,0.0024303924918859,0.0062878665624071,-5.00795507447208
1.07740729699078,1.59930440021503,14.2565362344832,7.42532381087644e-06,7.55473126477772e-05,4.01570646817273,ANKRD50,1.07740729699078,7.42532381087644e-06,7.55473126477772e-05,14.2565362344832
-1.07075538637034,1.03717197620594,-3.77841110387034,0.0091910984072174,0.019139041508653,-4.09652566809199,ANKS6,-1.07075538637034,0.0091910984072174,0.019139041508653,-3.77841110387034
-2.04360437274545,1.18670637558349,-12.9169291637935,1.32074437630421e-05,0.0001121295584794,3.35792952304837,ANO9,-2.04360437274545,1.32074437630421e-05,0.0001121295584794,-12.9169291637935
1.46111241420413,3.08353950555455,7.43892715623407,0.0003033734715171,0.0011884413450209,-0.234231424894549,ANTXR2,1.46111241420413,0.0003033734715171,0.0011884413450209,7.43892715623407
1.34101631212676,3.27429832470169,19.6434644542922,1.1240276142527e-06,2.14552478207849e-05,6.15594060817345,ANXA1,1.34101631212676,1.1240276142527e-06,2.14552478207849e-05,19.6434644542922
