logFC,AveExpr,t,P.Value,adj.P.Val,B,gene
0.825889296531084,5.17103648785332,13.0019976172177,1.2712316021378e-05,0.0001092821981784,3.40161988286094,ABCE1
-0.227632424010029,3.43787477324844,-0.852269963456063,0.426756615141815,0.502762846334932,-7.95467214989545,ABCF1
-0.118048355455983,5.29031248921341,-1.34134687143699,0.228330689682146,0.301732645840639,-7.43704886312356,ABCF2
-0.423062960061857,3.06765566819694,-1.49371915442999,0.185846171897594,0.252839495742613,-7.24849720902507,ABCF2-H2BK1
-0.0410369434907714,4.91047683394545,-0.21039996817448,0.840316182957878,0.870207357809539,-8.32867955986775,ABCF3
-2.04942505784599,1.24187902996198,-16.3145045727502,3.36503349143018e-06,4.44951224024511e-05,4.91655225586404,ABCG1
1.91251297757744,1.5224988220304,7.8429696819387,0.000226668103135,0.0009503974208221,0.0996190602510296,ABCG2
0.0572170268644853,3.80225922754384,0.756130896222545,0.478186434290207,0.551701337910893,-8.03602141128678,ABHD10
-1.28243508610567,1.69384021319019,-8.08988199198478,0.0001908602684921,0.000825557993298,0.296665578835562,ABHD11
-0.522409777090859,5.41073854642998,-6.73523831097817,0.0005207997162438,0.001817276432681,-0.852395564569101,ABHD12
-0.606061966214188,1.69900370040045,-10.0622887758765,5.57741039183039e-05,0.00032148638702,1.70758125018491,ABHD13
1.10044543775304,3.36982744454171,9.17944287190063,9.39698666517669e-05,0.0004761517883135,1.10919398127049,ABHD14A
0.915283570350605,3.44827722143634,8.49860002649586,0.0001449723235334,0.0006631879518268,0.611933864269501,ABHD14B
0.451264175348734,2.68522200167491,6.00354003568256,0.0009602432092046,0.0029590424924707,-1.5505046472774,ABHD15
-0.0603477524028222,0.359280831511162,-1.10655524717245,0.310852352627644,0.387882199936538,-7.70479592578984,ABHD16A
-0.361172914826157,4.46876091538052,-5.46794291209518,0.0015590284566342,0.004390002573512,-2.10166792551698,ABHD17A
0.0518243218687425,0.168626291260481,0.45898365265745,0.66239759017117,0.71928520276064,-8.23368454075282,ABHD17AP4
0.0184809700946333,2.64815010343604,0.171182810408341,0.869705153609295,0.89483318187395,-8.33735053512845,ABHD17B
0.0916690158332899,0.045834507916645,1.02542673696587,0.344699963406259,0.421685658762782,-7.78955632474417,ABHD18
0.0999372544083485,4.83115623807689,0.603875863571418,0.568031929489156,0.633812260236935,-8.14800871011511,ABHD2
0.408941431625309,3.55341433938569,4.4514704175064,0.0043184221699914,0.0101209612992335,-3.25276518805732,ABHD3
0.373282415301576,4.96609267281265,6.00644575032211,0.0009578069998561,0.0029543368258495,-1.54761090127958,ABHD4
0.147646040900207,3.7700060183875,1.7197309072146,0.136256626209825,0.194110437031489,-6.95276065098536,ABHD5
0.291237345797998,1.80823206591647,1.44370642158633,0.198914440811471,0.267926414680571,-7.31148499265259,ABHD6
-0.172639081641991,3.57501522357452,-1.98441845353063,0.0944259715921298,0.141334497783798,-6.58949930170771,ABHD8
0.803150818591072,4.12133970740534,10.8825420945184,3.56011749608852e-05,0.00023288579373,2.2223862113241,ABI1
-0.102214566138171,3.12349551648985,-1.53073099380259,0.176695048340453,0.242036277619266,-7.20125268181061,ABI2
0.524462184624639,3.17332485297526,4.44670945514901,0.0043405299199866,0.0101569394530442,-3.25850142214879,ABITRAM
-0.137142081908822,0.0685710409544108,-1.1225497050959,0.30451530572017,0.381502645180797,-7.68757672569576,ABITRAMP1
1.4177046522684,5.36771882546995,23.3708124984517,4.00880483606834e-07,1.04841942171461e-05,7.30803359081692,ABL1
0.28178903858555,1.15768354798123,1.70166680117503,0.139699311945976,0.198340978336843,-6.97697563760446,ABL2
0.209677417604627,7.15010458346076,2.60211792078015,0.0405330088756273,0.0683596794297915,-5.7124169861274,ABLIM1
-0.571121670897267,0.285560835448633,-7.10176121955484,0.0003908964051573,0.0014558370986345,-0.524331887483468,ABLIM2
1.11837462481749,1.86045163914652,16.8687798799879,2.76392356331346e-06,3.88669083942894e-05,5.13981954709533,ABLIM3
-0.111516878829993,2.60662556930622,-1.81666270499996,0.119151681258641,0.172984871328026,-6.82141896119469,ABR
0.105834543044488,4.29157923705379,1.22310660101923,0.267128257898827,0.344960684011695,-7.57574717397899,ABRACL
0.82628300881274,2.68141219032743,7.44551914143043,0.0003019025118442,0.0011837492757018,-0.228666497379228,ABRAXAS1
0.385098451320209,3.52627223868397,5.79464806494484,0.0011554773187356,0.0034376045293947,-1.76121334857916,ABRAXAS2
0.0499103753409686,3.40901336906425,0.750040951706875,0.481584746897695,0.554883302914302,-8.04090694393238,ABT1
0.0500084813348692,0.206993697035865,0.203596052594262,0.845396307468773,0.874668566781748,-8.33031006103031,ABTB1
1.92721218370512,1.25358533095665,18.9451376602946,1.39258826002215e-06,2.45498686244397e-05,5.91475781278137,ABTB2
-1.06799336671255,6.1644970768219,-14.6402019519543,6.35603043582989e-06,6.777332535268e-05,4.1930121063392,ACAA1
0.10619067300292,5.13746992487576,1.62456122850084,0.15536335850184,0.217164526702539,-7.07929261299647,ACAA2
-0.719641598961515,1.53682357919123,-4.96399256602152,0.0025393788958732,0.0065243816739593,-2.6543594977097,ACACB
0.152240268347756,1.86366894918152,0.556897029418409,0.597734078487923,0.659705150054006,-8.17810725322337,ACAD10
1.06707284296768,2.46243088528792,3.27784984295045,0.0168587525499018,0.0320928625722941,-4.76543850816853,ACAD11
1.41271100252637,2.6471967330092,15.1483529707948,5.20349760440688e-06,5.89669240297128e-05,4.42093559262208,ACAD8
-0.672112433658556,4.34223051873988,-4.17215215122888,0.0058596808145944,0.013075387335296,-3.59490580031168,ACAD9
0.592463225720724,3.85560641255913,5.68339881108931,0.0012777561622574,0.0037280077658861,-1.87562438177979,ACADM
-0.216466684907635,2.64397291292811,-1.65533149785919,0.148919519974237,0.209214863880797,-7.03867199564793,ACADS
1.02130645067303,3.37082036194808,15.6337613069889,4.32370518265293e-06,5.27541966853841e-05,4.63170017073193,ACADSB
0.531257111527844,6.01977389917372,7.11422189255352,0.0003871843025053,0.0014453249752915,-0.513415910445732,ACADVL
0.252009443750343,3.5198533282411,3.85288339392698,0.0084256355218818,0.0177962290518907,-3.99993437721758,ACAP2
-0.530271280881375,2.83179996323977,-2.11014252831048,0.0793399676568846,0.121582280075947,-6.41288387556858,ACAP3
-0.0832247676794628,4.32983427942186,-1.35703912409555,0.223578777953544,0.296357634169817,-7.41811070981908,ACAT1
0.729892935715354,3.58774346371069,4.67349849100285,0.0034156411412538,0.0083326770934717,-2.98890994425387,ACAT2
-0.892656447894331,4.54723832494791,-16.3654203834906,3.30387090680935e-06,4.39097280641185e-05,4.93737720435077,ACBD3
-0.185528183327082,1.17914807283444,-0.982031449828499,0.363995439566373,0.44044058122172,-7.83303705902893,ACBD4
0.918116687172562,3.21181807062365,12.2612405201382,1.78761407420707e-05,0.0001383720350948,3.01162286083948,ACBD5
-0.0470953843049327,3.41400288153284,-0.544343993114571,0.605820423823441,0.667368131810326,-8.18577863610684,ACBD6
0.0959422890950271,0.0479711445475136,1.51501652525489,0.180527625907147,0.246714129065408,-7.2213749067573,ACCS
-0.633847153958798,4.95982812332387,-4.46753545841518,0.0042447539037404,0.0099879274512704,-3.23343363790563,ACD
-0.346239035857618,0.173119517928809,-2.32084580469949,0.0593642647522715,0.0945724614842535,-6.11371092715384,ACE
0.655076700291039,0.393282123985923,10.2961213052925,4.89128414488708e-05,0.0002924420943663,1.8581375279056,ACE2
-0.0090738229116747,0.0280000207529701,-0.154171248118864,0.882527911704435,0.905374727413911,-8.34056302253735,ACER1
-0.198520274557075,0.819958136343238,-1.87847228614055,0.109368261090993,0.160774559789723,-6.73657017569908,ACER2
0.308764169713687,1.50176138638771,1.36878730985433,0.22007983946004,0.292494657801799,-7.40385608199145,ACER3
0.188532391951408,0.201575560938158,0.720913353056557,0.498067494792714,0.569221675286141,-8.06381842997744,ACHE
0.166712714773374,4.50743840860008,1.71229457222247,0.137663757398071,0.195857434179086,-6.96273971935895,ACIN1
